 County Name,County Code,Region Name,Indicator Number,Indicator,Total Event Counts,Denominator,Denominator Note,Measure Unit,Percentage/Rate,95% CI,Data Comments,Data Years,Data Sources,Quartile,Mapping Distribution,Location
Tioga,49,New York-Penn,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",252,50744,Average annual population,Rate,13.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 23.7 : Q1 & Q2,1,"(42.120252, -76.29595)"
New York-Penn,104,New York-Penn,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",2431,299236,Average annual population,Rate,20.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Albany,1,Northeastern New York,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",2437,302018,Average annual population,Rate,23.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 23.7 : Q1 & Q2,1,"(42.678066, -73.814233)"
Clinton,9,Northeastern New York,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",538,81897,Average annual population,Rate,19.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 23.7 : Q1 & Q2,1,"(44.731944, -73.548883)"
Columbia,10,Northeastern New York,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",534,62421,Average annual population,Rate,20.6,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 23.7 : Q1 & Q2,1,"(42.276913, -73.682168)"
Delaware,12,Northeastern New York,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",373,47018,Average annual population,Rate,17.8,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 23.7 : Q1 & Q2,1,"(42.242972, -74.997944)"
Essex,15,Northeastern New York,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",268,38746,Average annual population,Rate,16.1,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 23.7 : Q1 & Q2,1,"(44.166026, -73.685145)"
Franklin,16,Northeastern New York,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",396,51141,Average annual population,Rate,23.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 23.7 : Q1 & Q2,1,"(44.705699, -74.340621)"
Fulton,17,Northeastern New York,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",684,55255,Average annual population,Rate,31.6,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",26.5 + : Q4,3,"(43.06014, -74.331296)"
Greene,19,Northeastern New York,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",507,49041,Average annual population,Rate,26.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",23.7 - < 26.5 : Q3,2,"(42.298326, -73.973376)"
Hamilton,20,Northeastern New York,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",62,4851,Average annual population,Rate,25.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",23.7 - < 26.5 : Q3,2,"(43.618468, -74.395268)"
Montgomery,27,Northeastern New York,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",639,49584,Average annual population,Rate,31.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",26.5 + : Q4,3,"(42.933637, -74.341972)"
Otsego,36,Northeastern New York,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",508,61926,Average annual population,Rate,20.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 23.7 : Q1 & Q2,1,"(42.564852, -75.060334)"
Rensselaer,38,Northeastern New York,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",1397,158122,Average annual population,Rate,25.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",23.7 - < 26.5 : Q3,2,"(42.70098, -73.628669)"
Saratoga,41,Northeastern New York,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",1587,220186,Average annual population,Rate,21.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 23.7 : Q1 & Q2,1,"(43.00894, -73.786779)"
Schenectady,42,Northeastern New York,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",1427,153985,Average annual population,Rate,24.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",23.7 - < 26.5 : Q3,2,"(42.809233, -73.946838)"
Schoharie,43,Northeastern New York,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",219,32285,Average annual population,Rate,17.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 23.7 : Q1 & Q2,1,"(42.643426, -74.434606)"
Warren,52,Northeastern New York,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",555,65853,Average annual population,Rate,20.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 23.7 : Q1 & Q2,1,"(43.403024, -73.716044)"
Washington,53,Northeastern New York,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",501,63045,Average annual population,Rate,21.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 23.7 : Q1 & Q2,1,"(43.289513, -73.454761)"
Northeastern New York,105,Northeastern New York,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",12632,1497372,Average annual population,Rate,22.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Dutchess,13,Hudson Valley,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",2511,296350,Average annual population,Rate,25.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",23.7 - < 26.5 : Q3,2,"(41.686216, -73.840468)"
Orange,33,Hudson Valley,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",2806,377072,Average annual population,Rate,26.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",23.7 - < 26.5 : Q3,2,"(41.422459, -74.241929)"
Putnam,37,Hudson Valley,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",699,99636,Average annual population,Rate,22.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 23.7 : Q1 & Q2,1,"(41.41131, -73.717443)"
Rockland,39,Hudson Valley,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",2525,309006,Average annual population,Rate,24.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",23.7 - < 26.5 : Q3,2,"(41.127287, -74.017033)"
Sullivan,48,Hudson Valley,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",615,76758,Average annual population,Rate,22.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 23.7 : Q1 & Q2,1,"(41.705166, -74.711705)"
Ulster,51,Hudson Valley,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",1987,182127,Average annual population,Rate,29.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",26.5 + : Q4,3,"(41.848374, -74.099412)"
Westchester,55,Hudson Valley,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",7881,953658,Average annual population,Rate,22.8,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 23.7 : Q1 & Q2,1,"(41.039278, -73.805386)"
Hudson Valley,106,Hudson Valley,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",19024,2294607,Average annual population,Rate,24.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Bronx,58,New York City,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",11170,1391466,Average annual population,Rate,29.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",26.5 + : Q4,3,"(40.85589, -73.868294)"
Kings,59,New York City,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",19991,2534814,Average annual population,Rate,26.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",26.5 + : Q4,3,"(40.65642, -73.950691)"
New York,60,New York City,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",10563,1605625,Average annual population,Rate,20.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 23.7 : Q1 & Q2,1,"(40.726966, -74.005966)"
Queens,61,New York City,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",16916,2261761,Average annual population,Rate,23.1,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 23.7 : Q1 & Q2,1,"(40.749338, -73.789673)"
Richmond,62,New York City,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",3879,476976,Average annual population,Rate,25.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",23.7 - < 26.5 : Q3,2,"(40.566763, -74.148102)"
New York City,107,New York City,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",62519,8270641,Average annual population,Rate,24.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Nassau,28,Nassau-Suffolk,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",12743,1347132,Average annual population,Rate,24.8,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",23.7 - < 26.5 : Q3,2,"(40.715749, -73.601185)"
Suffolk,47,Nassau-Suffolk,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",13686,1503547,Average annual population,Rate,27.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",26.5 + : Q4,3,"(40.820237, -73.119032)"
Nassau-Suffolk,108,Nassau-Suffolk,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",26429,2850679,Average annual population,Rate,26,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
New York State,999,New York State,h5a,"Age-adjusted cerebrovascular disease (stroke) hospitalization rate per 10,000",162654,19461584,Average annual population,Rate,24.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Allegany,2,Western New York,h10,"Cirrhosis hospitalization rate per 10,000",18,48960,Average annual population,Rate,1.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(42.226801, -78.020567)"
Cattaraugus,4,Western New York,h10,"Cirrhosis hospitalization rate per 10,000",70,79946,Average annual population,Rate,2.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",2.5 - < 2.9 : Q3,2,"(42.224267, -78.606673)"
Chautauqua,6,Western New York,h10,"Cirrhosis hospitalization rate per 10,000",88,134259,Average annual population,Rate,2.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(42.246904, -79.315313)"
Erie,14,Western New York,h10,"Cirrhosis hospitalization rate per 10,000",671,915438,Average annual population,Rate,2.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(42.888143, -78.795544)"
Genesee,18,Western New York,h10,"Cirrhosis hospitalization rate per 10,000",29,59313,Average annual population,Rate,1.6,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(43.000121, -78.172679)"
Niagara,29,Western New York,h10,"Cirrhosis hospitalization rate per 10,000",165,215679,Average annual population,Rate,2.6,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",2.5 - < 2.9 : Q3,2,"(43.134634, -78.856419)"
Orleans,34,Western New York,h10,"Cirrhosis hospitalization rate per 10,000",13,42519,Average annual population,Rate,1,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(43.248394, -78.218438)"
Wyoming,56,Western New York,h10,"Cirrhosis hospitalization rate per 10,000",27,41832,Average annual population,Rate,2.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(42.723641, -78.204473)"
Western New York,101,Western New York,h10,"Cirrhosis hospitalization rate per 10,000",1081,1537947,Average annual population,Rate,2.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Chemung,7,Finger Lakes,h10,"Cirrhosis hospitalization rate per 10,000",60,88667,Average annual population,Rate,2.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(42.116644, -76.812331)"
Livingston,24,Finger Lakes,h10,"Cirrhosis hospitalization rate per 10,000",32,64445,Average annual population,Rate,1.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(42.763754, -77.765392)"
Monroe,26,Finger Lakes,h10,"Cirrhosis hospitalization rate per 10,000",486,741224,Average annual population,Rate,2.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(43.161748, -77.620143)"
Ontario,32,Finger Lakes,h10,"Cirrhosis hospitalization rate per 10,000",84,107369,Average annual population,Rate,2.6,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",2.5 - < 2.9 : Q3,2,"(42.894571, -77.252045)"
Schuyler,44,Finger Lakes,h10,"Cirrhosis hospitalization rate per 10,000",,18475,Average annual population,Rate,1.1,,Unstable Estimate,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(42.38593, -76.872032)"
Seneca,45,Finger Lakes,h10,"Cirrhosis hospitalization rate per 10,000",24,34833,Average annual population,Rate,2.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(42.833627, -76.82753)"
Steuben,46,Finger Lakes,h10,"Cirrhosis hospitalization rate per 10,000",56,98192,Average annual population,Rate,1.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(42.270053, -77.324618)"
Wayne,54,Finger Lakes,h10,"Cirrhosis hospitalization rate per 10,000",51,92833,Average annual population,Rate,1.8,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(43.144336, -77.117995)"
Yates,57,Finger Lakes,h10,"Cirrhosis hospitalization rate per 10,000",10,25095,Average annual population,Rate,1.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(42.634338, -77.078311)"
Finger Lakes,102,Finger Lakes,h10,"Cirrhosis hospitalization rate per 10,000",809,1271131,Average annual population,Rate,2.1,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Cayuga,5,Central New York,h10,"Cirrhosis hospitalization rate per 10,000",58,79763,Average annual population,Rate,2.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(42.940095, -76.560755)"
Cortland,11,Central New York,h10,"Cirrhosis hospitalization rate per 10,000",33,48898,Average annual population,Rate,2.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(42.597101, -76.143291)"
Herkimer,21,Central New York,h10,"Cirrhosis hospitalization rate per 10,000",47,63638,Average annual population,Rate,2.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(43.070026, -74.994246)"
Jefferson,22,Central New York,h10,"Cirrhosis hospitalization rate per 10,000",51,117619,Average annual population,Rate,1.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(44.019295, -75.898971)"
Lewis,23,Central New York,h10,"Cirrhosis hospitalization rate per 10,000",22,26772,Average annual population,Rate,2.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",2.5 - < 2.9 : Q3,2,"(43.785537, -75.446296)"
Madison,25,Central New York,h10,"Cirrhosis hospitalization rate per 10,000",44,72254,Average annual population,Rate,2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(42.986917, -75.720031)"
Oneida,30,Central New York,h10,"Cirrhosis hospitalization rate per 10,000",212,233403,Average annual population,Rate,3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",2.9 + : Q4,3,"(43.149482, -75.361773)"
Onondaga,31,Central New York,h10,"Cirrhosis hospitalization rate per 10,000",340,462913,Average annual population,Rate,2.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(43.065629, -76.168033)"
Oswego,35,Central New York,h10,"Cirrhosis hospitalization rate per 10,000",80,121905,Average annual population,Rate,2.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(43.39123, -76.31133)"
St. Lawrence,40,Central New York,h10,"Cirrhosis hospitalization rate per 10,000",74,111116,Average annual population,Rate,2.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(44.689468, -75.242045)"
Tompkins,50,Central New York,h10,"Cirrhosis hospitalization rate per 10,000",44,101689,Average annual population,Rate,1.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(42.461024, -76.478784)"
Central New York,103,Central New York,h10,"Cirrhosis hospitalization rate per 10,000",1005,1439971,Average annual population,Rate,2.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Broome,3,New York-Penn,h10,"Cirrhosis hospitalization rate per 10,000",168,198087,Average annual population,Rate,2.8,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",2.5 - < 2.9 : Q3,2,"(42.122015, -75.933191)"
Chenango,8,New York-Penn,h10,"Cirrhosis hospitalization rate per 10,000",44,50405,Average annual population,Rate,2.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",2.5 - < 2.9 : Q3,2,"(42.481798, -75.570013)"
Tioga,49,New York-Penn,h10,"Cirrhosis hospitalization rate per 10,000",17,50744,Average annual population,Rate,1.1,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(42.120252, -76.29595)"
New York-Penn,104,New York-Penn,h10,"Cirrhosis hospitalization rate per 10,000",229,299236,Average annual population,Rate,2.6,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Albany,1,Northeastern New York,h10,"Cirrhosis hospitalization rate per 10,000",248,302018,Average annual population,Rate,2.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",2.5 - < 2.9 : Q3,2,"(42.678066, -73.814233)"
Clinton,9,Northeastern New York,h10,"Cirrhosis hospitalization rate per 10,000",62,81897,Average annual population,Rate,2.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(44.731944, -73.548883)"
Columbia,10,Northeastern New York,h10,"Cirrhosis hospitalization rate per 10,000",49,62421,Average annual population,Rate,2.6,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",2.5 - < 2.9 : Q3,2,"(42.276913, -73.682168)"
Delaware,12,Northeastern New York,h10,"Cirrhosis hospitalization rate per 10,000",22,47018,Average annual population,Rate,1.6,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(42.242972, -74.997944)"
Essex,15,Northeastern New York,h10,"Cirrhosis hospitalization rate per 10,000",20,38746,Average annual population,Rate,1.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(44.166026, -73.685145)"
Franklin,16,Northeastern New York,h10,"Cirrhosis hospitalization rate per 10,000",57,51141,Average annual population,Rate,3.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",2.9 + : Q4,3,"(44.705699, -74.340621)"
Fulton,17,Northeastern New York,h10,"Cirrhosis hospitalization rate per 10,000",50,55255,Average annual population,Rate,3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",2.9 + : Q4,3,"(43.06014, -74.331296)"
Greene,19,Northeastern New York,h10,"Cirrhosis hospitalization rate per 10,000",52,49041,Average annual population,Rate,3.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",2.9 + : Q4,3,"(42.298326, -73.973376)"
Hamilton,20,Northeastern New York,h10,"Cirrhosis hospitalization rate per 10,000",,4851,Average annual population,Rate,,,Data Suppressed,2009-2011,"2009-2011 SPARCS Data as of February, 2013",Data do not meet reporting criteria,0,"(43.618468, -74.395268)"
Montgomery,27,Northeastern New York,h10,"Cirrhosis hospitalization rate per 10,000",66,49584,Average annual population,Rate,4.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",2.9 + : Q4,3,"(42.933637, -74.341972)"
Otsego,36,Northeastern New York,h10,"Cirrhosis hospitalization rate per 10,000",63,61926,Average annual population,Rate,3.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",2.9 + : Q4,3,"(42.564852, -75.060334)"
Rensselaer,38,Northeastern New York,h10,"Cirrhosis hospitalization rate per 10,000",119,158122,Average annual population,Rate,2.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(42.70098, -73.628669)"
Saratoga,41,Northeastern New York,h10,"Cirrhosis hospitalization rate per 10,000",112,220186,Average annual population,Rate,1.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(43.00894, -73.786779)"
Schenectady,42,Northeastern New York,h10,"Cirrhosis hospitalization rate per 10,000",120,153985,Average annual population,Rate,2.6,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",2.5 - < 2.9 : Q3,2,"(42.809233, -73.946838)"
Schoharie,43,Northeastern New York,h10,"Cirrhosis hospitalization rate per 10,000",21,32285,Average annual population,Rate,2.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(42.643426, -74.434606)"
Warren,52,Northeastern New York,h10,"Cirrhosis hospitalization rate per 10,000",90,65853,Average annual population,Rate,4.6,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",2.9 + : Q4,3,"(43.403024, -73.716044)"
Washington,53,Northeastern New York,h10,"Cirrhosis hospitalization rate per 10,000",48,63045,Average annual population,Rate,2.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(43.289513, -73.454761)"
Northeastern New York,105,Northeastern New York,h10,"Cirrhosis hospitalization rate per 10,000",1200,1497372,Average annual population,Rate,2.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Dutchess,13,Hudson Valley,h10,"Cirrhosis hospitalization rate per 10,000",277,296350,Average annual population,Rate,3.1,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",2.9 + : Q4,3,"(41.686216, -73.840468)"
Orange,33,Hudson Valley,h10,"Cirrhosis hospitalization rate per 10,000",308,377072,Average annual population,Rate,2.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",2.5 - < 2.9 : Q3,2,"(41.422459, -74.241929)"
Putnam,37,Hudson Valley,h10,"Cirrhosis hospitalization rate per 10,000",63,99636,Average annual population,Rate,2.1,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(41.41131, -73.717443)"
Rockland,39,Hudson Valley,h10,"Cirrhosis hospitalization rate per 10,000",159,309006,Average annual population,Rate,1.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(41.127287, -74.017033)"
Sullivan,48,Hudson Valley,h10,"Cirrhosis hospitalization rate per 10,000",73,76758,Average annual population,Rate,3.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",2.9 + : Q4,3,"(41.705166, -74.711705)"
Ulster,51,Hudson Valley,h10,"Cirrhosis hospitalization rate per 10,000",166,182127,Average annual population,Rate,3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",2.9 + : Q4,3,"(41.848374, -74.099412)"
Westchester,55,Hudson Valley,h10,"Cirrhosis hospitalization rate per 10,000",755,953658,Average annual population,Rate,2.6,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",2.5 - < 2.9 : Q3,2,"(41.039278, -73.805386)"
Hudson Valley,106,Hudson Valley,h10,"Cirrhosis hospitalization rate per 10,000",1801,2294607,Average annual population,Rate,2.6,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Bronx,58,New York City,h10,"Cirrhosis hospitalization rate per 10,000",1973,1391466,Average annual population,Rate,4.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",2.9 + : Q4,3,"(40.85589, -73.868294)"
Kings,59,New York City,h10,"Cirrhosis hospitalization rate per 10,000",2783,2534814,Average annual population,Rate,3.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",2.9 + : Q4,3,"(40.65642, -73.950691)"
New York,60,New York City,h10,"Cirrhosis hospitalization rate per 10,000",1352,1605625,Average annual population,Rate,2.8,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",2.5 - < 2.9 : Q3,2,"(40.726966, -74.005966)"
Queens,61,New York City,h10,"Cirrhosis hospitalization rate per 10,000",1963,2261761,Average annual population,Rate,2.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",2.5 - < 2.9 : Q3,2,"(40.749338, -73.789673)"
Richmond,62,New York City,h10,"Cirrhosis hospitalization rate per 10,000",437,476976,Average annual population,Rate,3.1,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",2.9 + : Q4,3,"(40.566763, -74.148102)"
New York City,107,New York City,h10,"Cirrhosis hospitalization rate per 10,000",8508,8270641,Average annual population,Rate,3.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Nassau,28,Nassau-Suffolk,h10,"Cirrhosis hospitalization rate per 10,000",997,1347132,Average annual population,Rate,2.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.5 : Q1 & Q2,1,"(40.715749, -73.601185)"
Suffolk,47,Nassau-Suffolk,h10,"Cirrhosis hospitalization rate per 10,000",1303,1503547,Average annual population,Rate,2.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",2.5 - < 2.9 : Q3,2,"(40.820237, -73.119032)"
Nassau-Suffolk,108,Nassau-Suffolk,h10,"Cirrhosis hospitalization rate per 10,000",2300,2850679,Average annual population,Rate,2.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
New York State,999,New York State,h10,"Cirrhosis hospitalization rate per 10,000",16933,19461584,Average annual population,Rate,2.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Allegany,2,Western New York,h10a,"Age-adjusted cirrhosis hospitalization rate per 10,000",18,48960,Average annual population,Rate,1.1,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.1 : Q1 & Q2,1,"(42.226801, -78.020567)"
Cattaraugus,4,Western New York,h10a,"Age-adjusted cirrhosis hospitalization rate per 10,000",70,79946,Average annual population,Rate,2.6,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",2.5 + : Q4,3,"(42.224267, -78.606673)"
Chautauqua,6,Western New York,h10a,"Age-adjusted cirrhosis hospitalization rate per 10,000",88,134259,Average annual population,Rate,2.1,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.1 : Q1 & Q2,1,"(42.246904, -79.315313)"
Erie,14,Western New York,h10a,"Age-adjusted cirrhosis hospitalization rate per 10,000",671,915438,Average annual population,Rate,2.1,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 2.1 : Q1 & Q2,1,"(42.888143, -78.795544)"
